day,date,crude,natgas,sugar_us,platinum,silver,gold,DJIA,NASDAQ,S&P500
Mo,11/9/2020,39.25,1.654,0.1521,965.6,23.269,1837.86,28494.2,11713.87,3483.34
Fr,11/6/2020,39.18,1.729,0.1528,967.33,23.5957,1870.99,28514,11768.73,3488.67
Th,11/5/2020,39.52,1.878,0.1545,962.7,24.1759,1866.54,28679.81,11863.9,3511.93
We,11/4/2020,39.19,1.936,0.1531,930.3,24.0519,1872.24,28837.52,11876.26,3534.22
Tu,11/3/2020,38.25,1.708,0.1547,950.4,24.3365,1880.38,28586.9,11579.94,3477.13
Mo,11/2/2020,35.65,1.772,0.1496,952.74,24.491,1888.95,28425.51,11420.98,3446.83
Fr,10/30/2020,36.92,1.756,0.1492,944.66,24.7705,1889.2,28303.46,11364.6,3419.45
Th,10/29/2020,36.9,1.684,0.1449,929.83,24.67,1876.83,27772.76,11154.6,3360.95
We,10/28/2020,38.58,1.905,0.1468,929.32,24.2818,1865.73,28148.64,11332.49,3408.63
Tu,10/27/2020,39.19,1.92,0.1488,894.41,24.2778,1877.32,27682.81,11075.02,3348.44
Mo,10/26/2020,39.36,1.955,0.1491,883.59,24.234,1863.04,27816.9,11326.51,3380.8
Fr,10/23/2020,41.03,1.981,0.1448,868.63,24.106,1951.35,27781.7,11167.51,3363
Th,10/22/2020,40.28,1.788,0.1465,887.55,25.612,1949.66,27452.66,11085.25,3335.47
We,10/21/2020,40.76,1.766,0.1472,870.08,25.374,1902.92,27584.06,11117.53,3351.6
Tu,10/20/2020,41.03,1.858,0.1497,895.64,23.9011,1909.17,27173.96,10913.56,3298.46
Mo,10/19/2020,41,1.861,0.1436,896.77,24.2258,1895.48,26815.44,10672.27,3246.59
Fr,10/16/2020,40.5,1.877,0.144,871.8,24.089,1878.81,26763.13,10632.99,3236.92
Th,10/15/2020,40.53,1.934,0.1489,873.64,23.6567,1867.59,27288.18,10963.64,3315.57
We,10/14/2020,40.46,1.902,0.1483,862.33,23.2585,1877.19,27147.7,10778.8,3281.06
Tu,10/13/2020,40.03,1.893,0.1477,847.46,23.3848,1907.99,27657.42,10793.28,3319.47
Mo,10/12/2020,40.16,1.926,0.1472,848.98,24.373,1902.08,27901.98,10910.28,3357.01
Fr,10/9/2020,40.75,1.895,0.1478,870.7,24.2802,1902.05,28032.38,11050.47,3385.49
Th,10/8/2020,40.49,2.003,0.145,882.94,24.607,1904.11,27995.6,11190.32,3401.2
We,10/7/2020,39.64,2.12,0.1454,874.61,24.7088,1924.33,27993.33,11056.65,3383.54
Tu,10/6/2020,39.74,2.187,0.1472,905.01,25.0472,1906.95,27665.64,10853.54,3340.97
Mo,10/5/2020,38.52,2.202,0.1443,886,24.6418,1904.08,27534.58,10919.59,3339.19
Fr,10/2/2020,37.35,2.166,0.1418,890.81,24.3889,1899.29,27940.47,11141.56,3398.96
Th,10/1/2020,40.27,2.141,0.142,875.8,24.1577,1908.71,27500.89,10847.69,3331.84
We,9/30/2020,39.31,2.162,0.1401,860.11,24.3018,1901.52,28133.31,11313.13,3426.96
Tu,9/29/2020,40.99,2.135,0.1384,864.85,24.2653,1891.36,28292.73,11458.1,3455.06
Mo,9/28/2020,40.64,2.13,0.1423,866.57,24.1385,1922.77,29100.5,12056.44,3580.84
Fr,9/25/2020,41.57,2.122,0.1417,861.92,25.103,1930.4,28645.66,11939.67,3526.65
Th,9/24/2020,40.95,2.189,0.1414,868.76,25.1539,1893.82,28430.05,11775.46,3500.31
We,9/23/2020,41.22,2.294,0.1388,877.42,23.8382,1887.42,28653.87,11695.63,3508.01
Tu,9/22/2020,41.32,2.328,0.1361,892.83,23.8029,1878.18,28492.27,11625.34,3484.55
Mo,9/21/2020,41.72,2.286,0.1355,867.23,23.0675,1913.53,28331.92,11665.06,3478.73
Fr,9/18/2020,42.12,2.319,0.1358,867.79,24.38,1899.84,28248.44,11466.47,3443.62
Th,9/17/2020,40.66,2.341,0.1307,855.75,23.7361,1906.01,28308.46,11379.72,3431.28
We,9/16/2020,40.11,2.296,0.1299,900.2,23.7929,1885.82,27930.33,11311.8,3397.16
Tu,9/15/2020,39.03,2.243,0.1259,881.34,23.2352,1898.07,27739.73,11264.95,3385.51
Mo,9/14/2020,38.64,2.264,0.13,899.17,24.189,1881.48,27692.88,11146.46,3374.85
Fr,9/11/2020,39.1,2.232,0.1284,893.2,23.6753,1861.58,27778.07,11210.84,3389.78
Th,9/10/2020,39.24,2.334,0.1282,886.92,22.8885,1868.07,27844.91,11129.73,3381.99
We,9/9/2020,39.24,2.427,0.1289,882.53,23.1475,1863.34,27931.02,11019.3,3372.85
Tu,9/8/2020,40.65,2.441,0.1255,849.44,22.7784,1900.21,27896.72,11042.5,3373.43
Mo,9/7/2020,41.5,2.281,0.1277,851.32,24.399,1912.51,27976.84,11012.24,3380.35
Fr,9/4/2020,43.58,2.501,0.1262,843.61,24.7156,1950.86,27686.91,10782.82,3333.69
Th,9/3/2020,42.88,2.47,0.1235,870.41,26.7845,1944.44,27791.44,10968.36,3360.47
We,9/2/2020,44.9,2.531,0.1208,886.35,27.0364,1959.26,27433.48,11010.98,3351.28
Tu,9/1/2020,44.9,2.559,0.1176,931.2,27.1595,1954.15,27386.98,11108.07,3349.16
Mo,8/31/2020,45.42,2.566,0.1192,939.68,27.138,1956.86,27201.52,10998.4,3327.77
Fr,8/28/2020,43.87,2.688,0.1191,973.71,27.1231,1940.55,26828.47,10941.17,3306.51
Th,8/27/2020,44.42,2.647,0.1203,973.2,26.73,1946.09,26664.4,10902.8,3294.61
We,8/26/2020,44.77,2.772,0.1204,957.65,26.8771,1946.84,26428.32,10745.27,3271.12
Tu,8/25/2020,44.15,2.828,0,930.83,26.9798,1932.03,26313.65,10587.81,3246.22
Mo,8/24/2020,43.5,2.862,0.1193,930.7,26.6705,1933.64,26539.57,10542.94,3258.44
Fr,8/21/2020,43.16,2.714,0.1207,921.66,26.8322,1933.94,26379.28,10402.09,3218.44
Th,8/20/2020,43.35,2.633,0.1244,902.69,26.9105,1930.91,26584.77,10536.27,3239.41
We,8/19/2020,43.55,2.691,0.126,911,26.586,1942.92,26469.89,10363.18,3215.63
Tu,8/18/2020,43.76,2.3,0.1266,904.05,27.4475,1970.18,26652.33,10461.42,3235.66
Mo,8/17/2020,42.91,2.316,0.126,892.2,28.111,1967.8,27005.84,10706.13,3276.02
Fr,8/14/2020,43.07,2.282,0.1277,907.55,28.1428,1964.83,26840.4,10680.36,3257.3
Th,8/13/2020,43.88,2.272,0.1258,946.75,27.503,1929.54,26680.87,10767.09,3251.84
We,8/12/2020,43.87,2.32,0.1276,931.73,27.0161,1954.46,26671.95,10503.19,3224.73
Tu,8/11/2020,44.16,2.303,0.1271,932.83,27.4998,1928.18,26734.71,10473.83,3215.57
Fr,8/7/2020,43.56,2.28,0.1283,926.24,26.5342,1928.88,26870.1,10550.49,3226.56
Th,8/6/2020,43.78,2.218,0.1301,936.73,26.605,1940.48,26642.59,10488.58,3197.52
We,8/5/2020,44.15,2.234,0.1324,930.84,26.7905,1947.26,26085.8,10390.84,3155.22
Tu,8/4/2020,42.75,2.288,0.1289,919.59,27.248,1928.98,26075.3,10617.44,3185.04
Mo,8/3/2020,42.17,2.247,0.1306,922.31,26.7005,2002.44,25706.09,10547.75,3152.05
Th,7/30/2020,42.02,2.283,0.131,921.61,27.6715,1985.3,26067.28,10492.5,3169.94
We,7/29/2020,42.75,2.33,0.1311,932.83,27.486,1945.12,25890.18,10343.89,3145.32
Tu,7/28/2020,42.42,2.404,0.1284,961.2,26.4463,1953.71,26287.03,10433.65,3179.72
Mo,7/27/2020,42.35,2.428,0.1274,957.81,27.505,1915.83,25827.36,10207.63,3130.01
Fr,7/24/2020,42.44,2.502,0.1255,944.42,25.512,1911.89,25734.97,10154.63,3115.86
Th,7/23/2020,43.76,2.534,0.1267,960.19,24.7931,2027.34,25812.88,10058.77,3100.29
We,7/22/2020,43,2.538,0.1294,931.41,29.1295,2035.55,25595.8,9874.15,3053.24
Tu,7/21/2020,43.08,2.681,0.1254,931.25,28.3009,2063.54,25015.55,9757.22,3009.05
Mo,7/20/2020,41.83,2.614,0.1278,986.05,28.9215,2038.12,25745.6,10017,3083.76
Fr,7/17/2020,42.04,2.574,0.1272,966.62,26.9588,2019.21,25445.94,9909.17,3050.33
Th,7/16/2020,42.76,2.552,0.1264,997.13,26.006,1976.98,26156.1,10131.37,3131.29
We,7/15/2020,42.69,2.58,0.1211,969.76,24.2996,1975.86,26024.96,10056.47,3117.86
Tu,7/14/2020,42.76,2.496,0.1201,938.4,24.389,1956.64,25871.46,9946.12,3097.74
Mo,7/13/2020,42.87,2.435,0.1201,921.02,23.4975,1970.79,26080.1,9943.05,3115.34
Th,7/9/2020,43.25,2.445,0.1212,905.13,24.309,1958.43,26119.61,9910.53,3113.49
We,7/8/2020,42.92,2.358,0.1149,908,24.402,1942.24,26289.98,9895.87,3124.74
Tu,7/7/2020,42.43,2.285,0.1177,934.7,24.5882,1902.02,25763.16,9726.02,3066.59
Mo,7/6/2020,43.19,2.251,0.1186,954.93,22.7664,1887.44,25605.54,9588.81,3041.31
Fr,7/3/2020,42.46,2.23,0.1167,946.53,22.59,1871.41,25128.17,9492.73,3002.1
Th,7/2/2020,42.31,2.159,0.1172,918.9,22.996,1841.91,26989.99,10020.35,3190.14
We,7/1/2020,42.15,2.21,0.1173,920.18,21.3037,1817.77,27272.3,9953.75,3207.18
Tu,6/30/2020,40.49,2.2,0.1179,924.48,19.9084,1810.42,27572.44,9924.75,3232.39
Mo,6/29/2020,39.91,2.143,0.1182,883.3,19.3274,1797.16,27110.98,9814.08,3193.93
Fr,6/26/2020,41.18,2.147,0.1132,849.71,19.156,1810.29,26281.82,9615.81,3112.35
Th,6/25/2020,39.49,2.105,0.1158,840.24,19.4168,1809.36,26269.89,9682.91,3122.87
We,6/24/2020,41.04,2.119,0.1176,825.16,19.2164,1802.76,25742.65,9608.38,3080.82
Tu,6/23/2020,42.7,2.128,0.1184,832.61,19.0751,1798.7,25475.02,9552.05,3055.73
Mo,6/22/2020,41.61,2.083,0.1208,829.31,18.7202,1803.55,25383.11,9489.87,3044.31
Fr,6/19/2020,41.85,2.111,0.1218,834.5,18.6505,1808.89,25400.64,9368.99,3029.73
Th,6/18/2020,39.98,2.07,0.1193,827.53,18.7204,1794.86,25548.27,9412.36,3036.13
We,6/17/2020,39.52,2.121,0,837.68,18.2726,1784.68,24995.11,9340.22,2991.77
Tu,6/16/2020,39.44,2.169,0.1224,850.52,18.2727,1775.95,24465.16,9324.59,2955.45
Mo,6/15/2020,37.46,2.244,0.1217,839.86,18.0214,1775.38,24474.12,9284.88,2948.51
Fr,6/12/2020,39.21,2.22,0.1184,826.52,17.9566,1770.09,24575.9,9375.78,2971.61
Th,6/11/2020,40.54,2.312,0.1171,810.75,18.0119,1780.96,24206.86,9185.1,2922.94
We,6/10/2020,40.81,2.287,0.1155,813.77,18.207,1772.82,24597.37,9234.83,2953.91
Tu,6/9/2020,40.25,2.304,0.1181,822.19,17.8581,1771.29,23685.42,9014.56,2863.7
Mo,6/8/2020,42.39,2.306,0.1175,829.39,17.805,1763.79,23625.34,8943.72,2852.5
Fr,6/5/2020,40.52,2.408,0.1179,815.05,17.8025,1761.17,23247.97,8863.17,2820
Th,6/4/2020,38.37,2.453,0.1192,805.75,17.5011,1768.41,23764.78,9002.55,2870.12
We,6/3/2020,39.54,2.416,0.1205,805.5,17.9449,1754.43,24221.99,9192.34,2930.32
Tu,6/2/2020,39.21,2.444,0.1189,804.57,17.712,1743.87,24331.32,9121.32,2929.8
Mo,6/1/2020,37.54,2.425,0.1211,830.09,17.6245,1722.93,23875.89,8979.66,2881.19
Fr,5/29/2020,34.53,2.403,0.1219,823.11,17.383,1726.95,23664.64,8854.39,2848.42
Th,5/28/2020,34.61,2.418,0.1204,814.77,17.505,1726.53,23883.09,8809.12,2868.44
We,5/27/2020,35.75,2.29,0.1187,809.01,17.4569,1725.16,23749.76,8710.72,2842.74
Tu,5/26/2020,36.07,2.24,0.1194,823.47,17.3828,1730.75,23723.69,8604.95,2830.71
Fr,5/22/2020,34.17,2.308,0.1223,825.08,17.4916,1727.7,24345.72,8889.55,2912.43
Th,5/21/2020,36.14,2.324,0.12,820.63,17.6515,1738.7,24633.86,8914.71,2939.51
We,5/20/2020,34.49,2.291,0.1194,813.26,18.114,1715.33,24101.55,8607.73,2863.39
Tu,5/19/2020,34.46,2.185,0.1202,814.7,17.5337,1698.53,24133.78,8730.16,2878.48
Mo,5/18/2020,33.86,2.276,0.1173,841.77,17.774,1685.06,23775.27,8634.52,2836.74
Fr,5/15/2020,32.48,2.386,0.1162,836.5,17.415,1714.01,23515.26,8494.75,2797.8
Th,5/14/2020,29.65,2.387,0.1122,838.03,17.7109,1699.67,23475.82,8495.38,2799.31
We,5/13/2020,26.99,2.325,0.11,819.55,17.652,1727.7,23018.88,8263.23,2736.56
Tu,5/12/2020,27.07,2.357,0.1091,842.28,18.068,1739.55,23650.44,8560.73,2823.16
Mo,5/11/2020,28.27,2.337,0.108,834.61,18.3031,1730.27,24242.49,8650.14,2874.56
Fr,5/8/2020,28.17,2.378,0.108,846.21,17.8655,1718.33,23537.68,8532.36,2799.55
We,5/6/2020,29.69,2.454,0.1105,850.91,17.371,1709.47,23504.35,8393.18,2783.36
Tu,5/5/2020,27.07,2.547,0,837.97,17.2601,1710.58,23949.76,8515.74,2846.06
Mo,5/4/2020,24.68,2.598,0.1093,838.92,17.1349,1731.95,23390.77,8192.42,2761.63
Th,4/30/2020,23.87,2.578,0.1098,840.13,17.2875,1734.68,23719.37,8153.58,2789.82
We,4/29/2020,20.82,2.613,0.1119,833.41,17.2133,1727,23433.57,8090.9,2749.98
Tu,4/28/2020,20.06,2.673,0.1085,849.45,17.108,1748.18,22653.86,7887.26,2659.41
Mo,4/27/2020,19.61,2.631,0.108,835.73,17.5567,1745.05,22679.99,7913.24,2663.68
Fr,4/24/2020,19.56,2.601,0.1038,837.65,17.3495,1732.55,21052.53,7373.08,2488.65
Th,4/23/2020,20.31,2.595,0.1046,867.14,16.966,1743.67,21413.44,7487.31,2526.9
We,4/22/2020,14.87,2.537,0.1026,836.62,16.6109,1730.3,20943.51,7360.58,2470.5
Tu,4/21/2020,15.83,2.524,0.1025,818.63,15.8734,1716.28,21917.16,7700.1,2584.59
Mo,4/20/2020,24.31,2.589,0.1012,789.47,15.5813,1702.7,22327.48,7774.15,2626.65
Fr,4/17/2020,24.08,2.62,0.1029,772.33,15.449,1697.93,21636.78,7502.38,2541.47
Th,4/16/2020,23.36,2.593,0.1033,764.82,15.4901,1702.7,22552.17,7797.54,2630.07
We,4/15/2020,22.6,2.462,0.1027,764.61,15.4815,1716.06,21200.55,7384.3,2475.56
Tu,4/14/2020,24.82,2.455,0.1078,768.02,15.3457,1685.71,20704.91,7417.86,2447.33
Mo,4/13/2020,26.08,2.517,0.104,771.76,14.8528,1705.92,18591.93,6860.67,2237.4
Th,4/9/2020,25.61,2.59,0.1097,766.87,14.9637,1702.07,19173.98,6879.52,2304.92
We,4/8/2020,27.55,2.66,0.1039,753.41,14.7781,1700.42,20087.19,7150.58,2409.39
Tu,4/7/2020,29.18,2.699,0.0976,769.36,14.9765,1686.5,19898.92,6989.84,2398.1
Mo,4/6/2020,29.05,2.643,0.0934,768,14.9697,1713.41,21237.38,7334.78,2529.19
Fr,4/3/2020,29.07,2.74,0.0921,766.16,15.2964,1707.79,20188.52,6904.59,2386.13
Th,4/2/2020,23.93,2.755,0.0973,777.11,15.1654,1713.99,23185.62,7874.88,2711.02
We,4/1/2020,24.11,2.82,0.0984,781.05,15.2089,1729.6,21200.62,7201.8,2480.64
Tu,3/31/2020,23.26,2.874,0.0983,772.36,15.2535,1730.51,23553.22,7952.05,2741.38
Mo,3/30/2020,22.51,2.784,0.0975,765.72,15.2554,1714.08,25018.16,8344.25,2882.23
Fr,3/27/2020,24.99,2.865,0.1006,768.63,15.097,1686.2,23851.02,7950.68,2746.56
Th,3/26/2020,26.32,2.866,0.1037,766.32,14.8865,1695.65,25864.78,8575.62,2972.37
We,3/25/2020,26.71,2.841,0.1016,758.85,15.317,1682.82,26121.28,8738.59,3023.94
Tu,3/24/2020,27.9,2.884,0.1016,749.27,15.178,1717.7,27090.86,9018.09,3130.12
Mo,3/23/2020,26.13,2.857,0.1005,774.18,15.4965,1717.03,25917.41,8684.09,3003.37
Fr,3/20/2020,30.25,2.812,0.1017,776.65,15.4635,1726.97,26703.32,8952.17,3090.23
Th,3/19/2020,26.65,2.799,0.1043,789.83,15.7519,1715.34,25409.36,8567.37,2954.22
We,3/18/2020,28.48,2.836,0.1037,777.88,15.4145,1696.65,25766.64,8566.48,2978.76
Tu,3/17/2020,29.85,2.717,0.1038,781.2,15.5651,1683.73,26957.59,8980.77,3116.39
Mo,3/16/2020,30.43,2.625,0.1045,751.75,15.4325,1646.14,27081.36,8965.61,3128.21
Fr,3/13/2020,33.14,2.642,0.1031,750.29,14.9601,1647.72,27960.8,9221.28,3225.89
Th,3/12/2020,31.95,2.583,0.1029,750.76,15.0209,1660.97,28992.41,9576.59,3337.75
We,3/11/2020,33.88,2.734,0.1004,732.73,15.0037,1620.81,29219.98,9750.97,3373.23
Tu,3/10/2020,33.97,2.95,0.1042,739.06,14.3881,1613.99,29348.03,9817.18,3386.15
Mo,3/9/2020,33.87,3.178,0.1073,740.47,14.4888,1591.51,29232.19,9732.74,3370.29
Fr,3/6/2020,48.37,3.099,0.111,725.13,13.9625,1577.18,29398.08,9731.18,3380.16
Th,3/5/2020,50.58,3.04,0.1133,730.97,13.974,1622.51,29423.31,9711.97,3373.94
We,3/4/2020,51.25,3.482,0.1141,720.75,14.0487,1628.16,29551.42,9725.96,3379.45
Tu,3/3/2020,52,3.413,0.1127,723.09,14.4683,1631.34,29276.34,9638.94,3357.75
Mo,3/2/2020,50.01,3.384,0.1104,728.2,14.4055,1616.9,29276.82,9628.39,3352.09
Fr,2/28/2020,48.64,3.501,0.1091,744.77,14.4763,1632.32,29102.51,9520.51,3327.71
Th,2/27/2020,51.49,3.591,0.1059,739.13,14.2808,1553.23,29379.77,9572.15,3345.78
We,2/26/2020,52.58,3.044,0.1067,742.16,13.265,1498.65,29290.85,9508.68,3334.69
Tu,2/25/2020,54.81,2.94,0.1089,712.85,12.6173,1471.24,28807.63,9467.97,3297.59
Mo,2/24/2020,54.91,3.303,0.1109,644.42,12.1182,1486.05,28399.81,9273.4,3248.92
Fr,2/21/2020,56.99,3.642,0.117,613.44,11.981,1528.3,28256.03,9150.94,3225.52
Th,2/20/2020,57.87,3.543,0.1162,591.2,12.6152,1514.1,28859.44,9298.93,3283.66
We,2/19/2020,56.73,3.467,0.1226,626.31,12.9108,1529.83,28734.45,9275.16,3273.4
Tu,2/18/2020,56.27,3.816,0.1259,664,14.7206,1576.15,28722.85,9269.68,3276.24
Mo,2/17/2020,55.7,3.583,0.1261,665.97,15.8217,1635.04,28535.8,9139.31,3243.63
Fr,2/14/2020,55.5,3.726,0.1302,763.28,16.7545,1649.4,28989.73,9314.91,3295.47
Th,2/13/2020,54.31,3.838,0.1342,766.68,16.8937,1680.47,29160.09,9402.48,3325.54
We,2/12/2020,54.05,3.528,0.1347,864.05,17.0165,1673.83,29186.27,9383.77,3321.75
Tu,2/11/2020,53.32,3.827,0.1376,874.02,17.3484,1672.23,29196.04,9370.81,3320.79
Mo,2/10/2020,53.54,4.124,0.1381,865.18,17.435,1636.93,29348.1,9388.94,3329.62
Fr,2/7/2020,54.75,4.136,0.1446,905.28,17.216,1640.9,29297.64,9357.13,3316.81
Th,2/6/2020,55.06,4.407,0.1439,867.55,17.2185,1589.44,29030.22,9258.7,3289.29
We,2/5/2020,54.67,4.545,0.1479,876.3,16.7347,1585.69,28939.67,9251.33,3283.15
Tu,2/4/2020,53.99,4.488,0.1515,879.69,16.665,1645.01,28907.05,9273.93,3288.13
Mo,2/3/2020,55.07,4.327,0.1527,863.51,17.775,1640.96,28823.77,9178.86,3265.35
Fr,1/31/2020,57.58,4.469,0.1559,866.3,17.9207,1635.14,28956.9,9203.43,3274.7
Th,1/30/2020,57.74,4.457,0.154,903.04,18.001,1659.38,28745.09,9129.24,3253.05
We,1/29/2020,59,4.339,0.1558,914.39,18.6345,1643.41,28583.68,9068.58,3237.18
Tu,1/28/2020,57.92,4.612,0.1528,927.72,18.489,1619.56,28703.38,9071.47,3246.28
Fr,1/24/2020,61.51,4.646,0,966.48,18.3655,1611.7,28634.88,9020.77,3234.85
Th,1/23/2020,61.88,4.715,0.1506,975.4,18.432,1601.61,28868.8,9092.19,3257.85
We,1/22/2020,63.44,4.308,0.1516,980.07,18.173,1581.13,28538.44,8972.6,3230.78
Tu,1/21/2020,63.68,4.451,0.1578,1007.71,17.694,1584.06,28462.14,8945.99,3221.29
Mo,1/20/2020,64.42,4.523,0.1541,992.56,17.7413,1576,28645.26,9006.62,3240.02
Fr,1/17/2020,64.09,4.7,0.1504,970.55,17.6485,1566.06,28621.39,9022.39,3239.91
Th,1/16/2020,64.08,4.272,0.1492,965.68,17.4865,1567.89,28515.45,8952.88,3223.38
We,1/15/2020,63.75,4.038,0.1474,970.19,17.6472,1572.15,28551.53,8945.65,3224.01
Tu,1/14/2020,64.59,4.837,0.1473,963.15,17.767,1570.44,28455.09,8924.96,3221.22
Mo,1/13/2020,65.6,4.101,0.1471,971.92,17.701,1566.66,28376.96,8887.22,3205.37
Fr,1/10/2020,65.18,3.788,0.1489,963.27,17.823,1556.02,28239.28,8827.73,3191.14
Th,1/9/2020,65.61,3.719,0.1461,967.7,17.6112,1552.92,28267.16,8823.36,3192.52
We,1/8/2020,68.37,3.555,0.1459,963.8,17.5945,1576.73,28235.89,8814.23,3191.45
Tu,1/7/2020,68.27,3.567,0.1449,983.82,17.6822,1589.16,28135.38,8734.88,3168.8
Mo,1/6/2020,69.4,3.284,0.1454,964.84,18.0425,1574.28,28132.05,8717.32,3168.57
Fr,1/3/2020,67.68,3.237,0.1421,969.05,17.8398,1576.83,27911.3,8654.05,3141.63
Th,1/2/2020,65.16,3.261,0.1439,961.04,17.5585,1567.17,27881.72,8616.18,3132.52
Tu,12/31/2019,65.38,3.187,0.1457,979.46,17.472,1582.06,27909.6,8621.83,3135.96
Mo,12/30/2019,67.44,3.185,0.1466,977.27,18.0995,1571.53,28015.06,8656.53,3145.91
Fr,12/27/2019,67.5,3.202,0.1455,988.35,18.1002,1562.94,27677.79,8570.7,3117.43
Th,12/26/2019,66.89,3.212,0,986.05,17.7995,1558.78,27649.78,8566.67,3112.76
Tu,12/24/2019,65.96,3.138,0.1445,1006.43,17.8397,1558.17,27502.81,8520.64,3093.2
Mo,12/23/2019,65.5,3.25,0.1443,1005.01,17.7875,1560.77,27783.04,8567.99,3113.87
Fr,12/20/2019,65.78,3.198,0.1452,1015.23,18.0776,1557.24,28051.41,8665.47,3140.98
Th,12/19/2019,65.5,3.32,0.1432,1000.92,18.0412,1552.51,28164,8705.17,3153.63
We,12/18/2019,64.93,3.239,0.1416,1020.03,17.943,1556.25,28121.68,8647.93,3140.52
Tu,12/17/2019,64.58,3.242,0.1407,1022.67,18.004,1546.39,28066.47,8632.49,3133.64
Mo,12/16/2019,64.68,3.161,0.1371,1004.84,17.803,1547.88,27875.62,8519.89,3110.29
Fr,12/13/2019,64.76,3.222,0.1347,1022.45,17.9598,1562.34,27766.29,8506.21,3103.54
Th,12/12/2019,63.92,3.266,0.1359,984.32,18.115,1552.32,27821.09,8526.73,3108.46
We,12/11/2019,63.77,3.267,0.1373,974.78,17.9015,1556.42,27934.02,8570.66,3120.18
Tu,12/10/2019,63.68,3.143,0.1331,979.21,18.103,1574.37,28036.22,8549.94,3122.03
Mo,12/9/2019,63.5,3.165,0.1313,967.03,18.406,1565.74,28004.89,8540.83,3120.46
Fr,12/6/2019,63.1,3.23,0.1342,953.85,18.1523,1552.2,27781.96,8479.02,3096.63
Th,12/5/2019,62.51,3.094,0.1353,971.68,18.06,1529.13,27783.59,8482.1,3094.04
We,12/4/2019,61.34,3.008,0.1354,963.61,18.0222,1517.29,27691.49,8486.09,3091.84
Tu,12/3/2019,60.83,3.021,0.1344,982,17.853,1517.27,27691.49,8464.28,3087.01
Mo,12/2/2019,60.99,3.038,0.1337,980.17,17.8523,1515.16,27681.24,8475.31,3093.08
Fr,11/29/2019,62.73,2.977,0.1345,966.58,17.9292,1510.56,27674.8,8434.52,3085.18
Th,11/28/2019,62.64,2.908,0.1354,966.58,17.7675,1511.53,27492.56,8410.63,3076.78
We,11/27/2019,63.44,2.933,0.1355,959.06,17.8976,1499.84,27492.63,8434.68,3074.62
Tu,11/26/2019,62.81,2.767,0.1343,945.98,17.779,1499.41,27462.11,8433.2,3078.27
Mo,11/25/2019,62.92,2.817,0.1327,945.98,17.795,1485.79,27347.36,8386.4,3066.91
Fr,11/22/2019,63.19,2.829,0.1329,943.55,17.4525,1478.22,27046.23,8292.36,3037.56
Th,11/21/2019,61.15,2.776,0.135,943.58,17.1984,1478.8,27186.69,8303.98,3046.77
We,11/20/2019,59.52,2.823,0.1352,936.78,17.0637,1475.4,27071.42,8276.85,3036.89
Tu,11/19/2019,60.34,2.916,0.1342,910.93,17.0165,1476.22,27090.72,8325.99,3039.42
Mo,11/18/2019,61.67,2.895,0.1346,934.58,17.0105,1476.18,26958.06,8243.12,3022.55
Fr,11/15/2019,60.7,2.852,0.1338,936.44,17.0395,1476.33,26805.53,8185.8,3010.29
Th,11/14/2019,62.04,2.876,0.1318,928.28,16.9326,1469.8,26833.95,8119.79,3004.52
We,11/13/2019,60.81,2.917,0.1308,929.54,16.9287,1474.88,26788.1,8104.3,2995.99
Tu,11/12/2019,61.7,2.956,0.1306,928.73,16.8628,1464.39,26827.64,8162.99,3006.72
Mo,11/11/2019,60.79,2.941,0.1286,944.84,16.665,1461.68,26770.2,8089.54,2986.2
Fr,11/8/2019,60.32,2.946,0.1275,939.94,16.6063,1460.17,27025.88,8156.85,2997.95
Th,11/7/2019,61.28,2.93,0.1294,921.9,16.5765,1476,27001.98,8124.18,2989.69
We,11/6/2019,61.18,2.86,0,895.34,16.9665,1474.59,27024.8,8148.71,2995.68
Tu,11/5/2019,61.3,2.853,0.1279,896.72,16.8557,1477.61,26787.36,8048.65,2966.15
Mo,11/4/2019,60.45,2.758,0.1278,898.19,17.1733,1462.44,26816.59,8057.04,2970.27
Fr,11/1/2019,58.58,2.782,0.1282,895.62,16.912,1463.98,26496.67,7950.78,2938.13
Th,10/31/2019,59.3,2.797,0.1283,909.78,17.03,1456.27,26346.01,7903.74,2919.4
We,10/30/2019,60.43,2.822,0.1261,898.44,16.92,1454.44,26164.04,7823.78,2893.06
Tu,10/29/2019,59.78,2.732,0.1275,896.09,16.9635,1461.39,26478.02,7956.29,2938.79
Fr,10/25/2019,60.09,2.721,0.1269,892.93,17.0765,1455.26,26573.72,7982.47,2952.01
Th,10/24/2019,59.42,2.769,0.1276,895.2,16.89,1461.93,26201.04,7872.27,2910.63
We,10/23/2019,57.7,2.759,0.1273,908.23,17.022,1464.41,26078.62,7785.25,2887.61
Tu,10/22/2019,57.92,2.752,0.1281,897.37,17.104,1471.61,26573.04,7908.69,2940.25
Mo,10/21/2019,58.12,2.788,0.1285,891.65,17.151,1472.46,26916.83,7999.34,2976.74
Fr,10/18/2019,58.67,2.858,0.1259,915.41,17.151,1471.51,26820.25,7939.63,2961.79
Th,10/17/2019,57.77,2.837,0.1257,917.29,17.046,1468.21,26891.12,8030.66,2977.62
We,10/16/2019,57.1,2.924,0.1257,910.87,16.9629,1471.4,26970.71,8077.38,2984.87
Tu,10/15/2019,57.28,2.939,0.1239,894.58,17.0295,1463.58,26807.77,7993.63,2966.6
